item_description,total_sales,cumulative_sales,revenue_share,segment
BITTERMILK  #5 GRAPEFRUIT TONIC - SEA SALT- 170Z,6.73,1024721.3200000018,0.9937964900171907,C
NEW AMSTERDAM VODKA - RASPBERRY - 750ML,6.73,1024728.0500000018,0.9938030169140624,C
YELLOW TAIL SPARKLING WHITE - 750ML,6.73,1024734.7800000018,0.9938095438109339,C
PAMPLEMOUSSE ROSE GRAPEFRUIT/PEACH - 750ML,6.720000000000001,1024741.5000000017,0.9938160610095933,C
GIN MARE - 750ML,6.72,1024748.2200000017,0.9938225782082526,C
BOLLA P/NOIR - 1.5L,6.71,1024754.9300000017,0.9938290857086997,C
DEL MAGUEY CREMA DE MEZCAL - 750ML,6.69,1024761.6200000016,0.993835573812722,C
JACK DANIELS TENNESSEE RYE - 750ML,6.6899999999999995,1024768.3100000016,0.9938420619167445,C
WALNUT CREST RAPEL CHARD - 1.5L,6.65,1024774.9600000016,0.9938485112279178,C
BOORDY TERRA MARIA RED - 750ML,6.65,1024781.6100000016,0.9938549605390912,C
CESARI VALPO MARA RIPASSO - 750ML,6.65,1024788.2600000016,0.9938614098502645,C
BONTERRA VIOG - 750ML,6.630000000000001,1024794.8900000016,0.9938678397650133,C
MT. DEFIANCE CASSIS LIQUEUR 375ML,6.63,1024801.5200000016,0.993874269679762,C
BOOKER'S GRANNY'S BATCH BOURBON - 750ML,6.63,1024808.1500000017,0.9938806995945108,C
ALTOS DE LAS HORMIGAS MAL - 750ML,6.63,1024814.7800000017,0.9938871295092595,C
LAPHROAIG SELECT - 750ML,6.62,1024821.4000000017,0.9938935497257959,C
SWEET BITCH MER - 750ML,6.619999999999999,1024828.0200000016,0.9938999699423323,C
CH BONNET RGE - 750ML,6.61,1024834.6300000016,0.9939063804606565,C
SILVER PALM MERLOT - 750ML,6.6,1024841.2300000016,0.9939127812807683,C
STELLA MONTPUL D'ABRU - 750ML,6.6,1024847.8300000016,0.9939191821008801,C
BELLE MEADE SOUR MASH BOURBON - 750ML,6.6,1024854.4300000016,0.9939255829209921,C
GLEN MORAY 12YR SINGLE MALT SCOTCH VAP 750ML,6.6,1024861.0300000015,0.9939319837411039,C
EFFEN RASPBERRY VANILLA VODKA - 750ML,6.58,1024867.6100000015,0.9939383651647912,C
DOM DE EGUREN PROTOCOLO BLANCO - 750ML,6.58,1024874.1900000015,0.9939447465884783,C
COLOSI SICILLIA ROSSO - 750ML,6.58,1024880.7700000014,0.9939511280121656,C
CANTINA GABRIELE MONTEPULCIANO - 750ML,6.57,1024887.3400000014,0.9939574997376406,C
CH DES LEOTINS BORD - 750ML,6.57,1024893.9100000013,0.9939638714631155,C
JIP JIP ROCKS SHZ - 750ML,6.5600000000000005,1024900.4700000014,0.9939702334903783,C
CRYSTAL HEAD VODKA - 750ML,6.54,1024907.0100000014,0.9939765761212164,C
BROOKLYN BROWN ALE 4/6 NR - 12OZ,6.54,1024913.5500000014,0.9939829187520546,C
COLUMBIA WINERY MERLOT - 750ML,6.54,1024920.0900000015,0.9939892613828927,C
THREE OLIVES VODKA - CHERRY - 750ML,6.52,1024926.6100000015,0.9939955846173063,C
HEAVY SEAS 24  6/4 16OZ CAN,6.51,1024933.1200000015,0.9940018981535076,C
BOTA TETRA BOX CHARD - 500ML,6.5,1024939.6200000015,0.9940082019914965,C
LAGUNITAS BROWN SHUGGA 4/6 NR - 12OZ,6.5,1024946.1200000015,0.9940145058294855,C
DRAGON ROSE - 750ML,6.5,1024952.6200000015,0.9940208096674744,C
GLENMORANGIE ORIGINAL SM SCOTC - 1.75L,6.5,1024959.1200000015,0.9940271135054634,C
INTRINSIC CAB - 750ML,6.49,1024965.6100000015,0.9940334076452401,C
BROCARD CHAB - 750ML,6.470000000000001,1024972.0800000015,0.9940396823885921,C
FISTFUL OF BOURBON 750ML,6.46,1024978.5400000014,0.9940459474337319,C
OLD EZRA BROOKS 7 YEAR BOURBON - 750ML,6.45,1024984.9900000014,0.9940522027806593,C
BELLE GLOSS LAS ALTURAS P/NOIR - 750ML,6.45,1024991.4400000013,0.9940584581275868,C
SAUZA HORNITOS TEQ - BLACK BARREL - 750ML,6.45,1024997.8900000013,0.9940647134745142,C
CIROC VODKA - MANGO - 1.75L,6.45,1025004.3400000012,0.9940709688214417,C
ST GEORGES TERRIOR GIN  - 750ML,6.44,1025010.7800000012,0.9940772144701568,C
GOSLING DK & STORMY W/GINGER BEER - 750ML,6.44,1025017.2200000011,0.994083460118872,C
OLD FORESTER 1897 CRAFT BOURBON - 750ML,6.4399999999999995,1025023.6600000011,0.9940897057675872,C
ARDMORE LEGACY - 750ML,6.4399999999999995,1025030.100000001,0.9940959514163024,C
KAVALAN DIST SEL SINGLE MALT WHISKEY - 750ML,6.42,1025036.5200000011,0.994102177668593,C
BERNHEIM ORIGINAL KENTUCKY 6/CS - 750ML,6.42,1025042.9400000011,0.9941084039208837,C
BRUICHLADDICH - ISLAY BARLEY - 750ML,6.42,1025049.3600000012,0.9941146301731744,C
LAS ROCAS GARANCHA VINEAS VIEJAS 6/C - 750ML,6.41,1025055.7700000012,0.9941208467272528,C
FILIBUSTER DUAL CASK BOONDOGGLER WHISKEY - 750ML,6.41,1025062.1800000012,0.994127063281331,C
CHATEAU LAUBADE ARMAGNAC VSOP - 750ML,6.41,1025068.5900000012,0.9941332798354094,C
SORDO BAROLO - 750ML,6.4,1025074.9900000013,0.9941394866912755,C
CASA LAPOSTOLLE S/BLC - 750ML,6.4,1025081.3900000013,0.9941456935471417,C
DOM PERIGNON - NAKED  BTL 750ML,6.390000000000001,1025087.7800000013,0.9941518907047954,C
CAFFO LIMONCINO - 750ML,6.390000000000001,1025094.1700000013,0.9941580878624492,C
PRAIRIE ORGANIC VODKA - 750ML,6.390000000000001,1025100.5600000013,0.9941642850201029,C
RISATA RAVEN - 750ML,6.39,1025106.9500000014,0.9941704821777567,C
HATSUMAGO SAKE JUN MAI SHU - 720ML,6.38,1025113.3300000014,0.9941766696371982,C
LUXARDO MARASCHINO - 750ML,6.37,1025119.7000000014,0.9941828473984273,C
LINDEMANS BIN 99 P/NOIR - 750ML,6.37,1025126.0700000013,0.9941890251596566,C
LOUIS LATOUR POU/FUISSE - 750ML,6.369999999999999,1025132.4400000013,0.9941952029208857,C
KOURTAKI RETSINA - 750ML,6.369999999999999,1025138.8100000013,0.9942013806821149,C
CHIMNEY ROCK CAB - 750ML,6.359999999999999,1025145.1700000013,0.9942075487451317,C
WILLIAMETTE VLY P/NOIR - 750ML,6.35,1025151.5200000013,0.9942137071099364,C
DR HANS VAN MULLER RIES SPAT - 750ML,6.34,1025157.8600000013,0.9942198557765286,C
SYCAMORE LANE CHARD - 1.5L,6.34,1025164.2000000012,0.9942260044431209,C
VINACEOUS SNAKE CHARMER SHZ - 750ML,6.33,1025170.5300000012,0.9942321434115009,C
TWO GINGERS IRISH WHISKEY - 750ML,6.33,1025176.8600000012,0.9942382823798809,C
INFAMOUS GOOSE S/BLC - 750ML,6.33,1025183.1900000011,0.9942444213482609,C
GORDON'S GIN - 50ML,6.32,1025189.510000001,0.9942505506184285,C
RAMON CORDOVA RIOJA - 750ML,6.32,1025195.830000001,0.9942566798885962,C
CAFFO DEL CAPO AMARO - 750ML,6.3100000000000005,1025202.1400000011,0.9942627994605516,C
FEW BREAKFAST GIN - 750ML,6.29,1025208.4300000011,0.9942688996360826,C
ROCO GRAVEL ROAD P/NOIR - 750ML,6.29,1025214.7200000011,0.9942749998116135,C
PLUME & PETAL PEACH WAVE VODKA - 750ML,6.28,1025221.0000000012,0.9942810902889321,C
BALVENIE 15YR SHERRY CASK SINGLE BRL - 750ML,6.27,1025227.2700000012,0.9942871710680383,C
JAMESON COOPERS CROZE WHISKEY - 750ML,6.27,1025233.5400000012,0.9942932518471446,C
EZRA BROOKS RYE - 750ML,6.26,1025239.8000000012,0.9942993229280386,C
PLUME & PETAL CUCUMBER SPLASH VODKA - 750ML,6.26,1025246.0600000012,0.9943053940089326,C
OCEAN VODKA - 750ML,6.26,1025252.3200000012,0.9943114650898266,C
SMIRNOFF VODKA - WATERMELON TW - 1L,6.25,1025258.5700000012,0.9943175264725083,C
MALIBU RUM - PASSION FRUIT - 750ML,6.25,1025264.8200000012,0.9943235878551899,C
PAUL MASSON CHABLIS - 3L,6.25,1025271.0700000012,0.9943296492378717,C
SVEDKA VODKA - CITRON - 750ML,6.25,1025277.3200000012,0.9943357106205534,C
KLOUD - 500/12 NR,6.25,1025283.5700000012,0.994341772003235,C
JUAREZ TRIPLE SEC - 1L,6.24,1025289.8100000012,0.9943478236877045,C
CASAL GARCIA SANGRIA - 750ML,6.210000000000001,1025296.0200000012,0.994353846277537,C
CH DE LA CHESNAIE MUSCADET - 750ML,6.21,1025302.2300000011,0.9943598688673694,C
LEJON DRY VERMOUTH - 750ML,6.2,1025308.4300000011,0.9943658817589897,C
KOOK SOON DONG SSAL MAK GUL LI - 750ML,6.199999999999999,1025314.630000001,0.9943718946506098,C
EFE RAKI BLUE LABEL - 750ML,6.17,1025320.8000000011,0.9943778784475932,C
LINDEMANS BIN 90 MOSCATO - 750ML,6.17,1025326.9700000011,0.9943838622445766,C
SHINSHU MARS IWAI TRAD JAPANESE WHISKY - 750ML,6.17,1025333.1400000012,0.99438984604156,C
VEUVE DU VERNAY BRUT - 750ML,6.17,1025339.3100000012,0.9943958298385435,C
GRAND MOSCATO WHITE - 750ML,6.16,1025345.4700000013,0.9944018039373145,C
STRAIGHT SHOOTER W/V P/NOIR - 750ML,6.16,1025351.6300000013,0.9944077780360856,C
DAILYS HALF & HALF - 10OZ,6.16,1025357.7900000013,0.9944137521348567,C
CRICOVA CRISECCO SPUM BRUT - 750ML,6.16,1025363.9500000014,0.9944197262336278,C
DOM LAFAGE COTE GREN RGE - 750ML,6.15,1025370.1000000014,0.9944256906341866,C
A TO Z BUBBLES SPARKLING - 750ML,6.140000000000001,1025376.2400000014,0.9944316453365332,C
FREY NATURAL ROSE - 750ML,6.130000000000001,1025382.3700000014,0.9944375903406674,C
RAMON BILBAO CRIANZA - 750ML,6.13,1025388.5000000014,0.9944435353448016,C
SALIGNAC VS COGNAC - 1.75L,6.12,1025394.6200000014,0.9944494706507235,C
GALLO FAMILY VYDS SWEET BERRY - 750ML,6.12,1025400.7400000014,0.9944554059566454,C
ALEXANDER VALLEY CAB - 750ML,6.12,1025406.8600000014,0.9944613412625672,C
CAPTAIN MORGAN 100 PROOF RUM - 50ML,6.119999999999999,1025412.9800000014,0.9944672765684892,C
WOODFORD RESERVE MASTER COLLECTION,6.11,1025419.0900000014,0.9944732021761988,C
GLEN MORAY CLASSIC SINGLE MALT SCOTCH VAP 750ML,6.109999999999999,1025425.2000000014,0.9944791277839085,C
TEELING SINGLE GRAIN - 750ML,6.109999999999999,1025431.3100000013,0.9944850533916181,C
GRAND MAYAN ULTRA AGED ANEJO TEQUILA - 750ML,6.1000000000000005,1025437.4100000013,0.9944909693011154,C
GLENKINCHIE 12YR SCOTCH - 750ML,6.1,1025443.5100000013,0.9944968852106126,C
HANA FUJI APPLE SAKE - 750ML,6.08,1025449.5900000012,0.9945027817236853,C
MOLLY DOOKER THE BOXER SHZ - 750ML,6.0600000000000005,1025455.6500000013,0.9945086588403336,C
BARTON'S SCHNAPPS - PEACH - 1.75L,6.0600000000000005,1025461.7100000014,0.9945145359569818,C
DAILYS MARGARITA LIME - 10OZ,6.0600000000000005,1025467.7700000014,0.99452041307363,C
M S WALKER GRAVES GRAIN ALCOHOL 151PROOF - 1.75L,6.06,1025473.8300000015,0.9945262901902783,C
CELTIC CROSSING LIQUEUR - 750ML,6.05,1025479.8800000015,0.9945321576087142,C
NOBILO REGIONAL COLLECTION CHARD - 750ML,6.05,1025485.9300000016,0.99453802502715,C
LA CATRINA CAB - 750ML,6.05,1025491.9800000016,0.994543892445586,C
RESERVA 1800 TEQUILA SILVER - 375ML,6.04,1025498.0200000016,0.9945497501658096,C
SVEDKA VANILLA VODKA - 750ML,6.01,1025504.0300000017,0.9945555787913963,C
FIUZA PREM S/BLC - 750ML,6.0,1025510.0300000017,0.9945613977187707,C
SUTTER HOME CHARD - 500ML,6.0,1025516.0300000017,0.9945672166461452,C
SILVER CREEK CHARD - 750ML,6.0,1025522.0300000017,0.9945730355735196,C
COLLECTIVE ARTS BLOOD ORANGE SOUR 6/4 16OZ CANS,6.0,1025528.0300000017,0.994578854500894,C
PRIMUS THE BLEND - 750ML,6.0,1025534.0300000017,0.9945846734282685,C
DELIRIUM NOCTURNUM 6/4 500ML CANS,6.0,1025540.0300000017,0.9945904923556429,C
RIEBEEK CEL P/AGE - 750ML,6.0,1025546.0300000017,0.9945963112830173,C
CH PARADIS-TERRE DES ANGES ROSE,6.0,1025552.0300000017,0.9946021302103918,C
ADRAS GODELLO RIBEIRA SACRA 14 (CLOSEOUT) - 750ML,6.0,1025558.0300000017,0.9946079491377662,C
ADEGAS VINUM ESENAIA DIVINA - 750ML,6.0,1025564.0300000017,0.9946137680651406,C
PRIMATERRA P/NOIR - 750ML,6.0,1025570.0300000017,0.994619586992515,C
AQUARIBAY MAL - 750ML,6.0,1025576.0300000017,0.9946254059198895,C
CINCO SENTIDOS PECH MOLE POBLANO - 750ML,6.0,1025582.0300000017,0.9946312248472639,C
FLYING DOG SUNDAY BEST 4/6PK 16OZ CAN,6.0,1025588.0300000017,0.9946370437746382,C
CARTLIDGE & BROWN CAB - 750ML,6.0,1025594.0300000017,0.9946428627020127,C
KEDEM MALAGA - 750ML,6.0,1025600.0300000017,0.9946486816293871,C
COOPER'S HAWK WHITE SANGRIA 20L KEG,6.0,1025606.0300000017,0.9946545005567615,C
COOPER'S HAWK SWEET RED 750ML,6.0,1025612.0300000017,0.9946603194841359,C
VELTINS PILS 6/4 16.9OZ CANS,6.0,1025618.0300000017,0.9946661384115104,C
CASA BELLA P/GRIG ROSA DI PIETRA - 750ML,6.0,1025624.0300000017,0.9946719573388848,C
VEGA PIEDRA TEMPRANILLO RIOJA - 750ML,6.0,1025630.0300000017,0.9946777762662592,C
DELIRIUM RED 6/4 NR,6.0,1025636.0300000017,0.9946835951936337,C
BANHEZ MEZCAL JOVEN - 1L,6.0,1025642.0300000017,0.9946894141210081,C
OMMEGANG ABBEY ALE NR - 25.4OZ,6.0,1025648.0300000017,0.9946952330483825,C
SUTTER HOME PNK MOSCATO - 187ML,6.0,1025654.0300000017,0.994701051975757,C
CARLETTO MONTEPULCIANO - 1.5L,6.0,1025660.0300000017,0.9947068709031314,C
DOM DE LA CHANADE-LES RIALS - 750ML,6.0,1025666.0300000017,0.9947126898305058,C
FAIRFAX WINE CO CAB - 750ML,6.0,1025672.0300000017,0.9947185087578801,C
HENRY'S HARD SPARKLING VP 4/6PK 12OZ CAN,6.0,1025678.0300000017,0.9947243276852547,C
BROWNSTONE CHARD - 750ML,6.0,1025684.0300000017,0.994730146612629,C
TRIPLE 8 BLUEBRY VODKA - 750ML,6.0,1025690.0300000017,0.9947359655400034,C
CH BURGOZONE COLLECT PHILIPPE - 750ML,6.0,1025696.0300000017,0.9947417844673779,C
CH CARIGNAN ROUGE - 750ML,6.0,1025702.0300000017,0.9947476033947523,C
TRIBUTE CABERNET SAUVIGNON - 750ML,6.0,1025708.0300000017,0.9947534223221267,C
DESTINOS TEMP/SYR - 750ML,6.0,1025714.0300000017,0.9947592412495012,C
SANTA BARBARA P/NOIR - 750ML,6.0,1025720.0300000017,0.9947650601768756,C
SEA SUN CHARDONNAY - 750ML,6.0,1025726.0300000017,0.99477087910425,C
WESTMALLE TRIPLE ALE  - 11.2OZ,6.0,1025732.0300000017,0.9947766980316244,C
RED TAIL RIDGE GOOD KARMA - 750ML,6.0,1025738.0300000017,0.9947825169589989,C
EMPORIUM APPASSIMENTO SALENTO - 750ML,6.0,1025744.0300000017,0.9947883358863733,C
SOUTHERN TIER ORANGE CREAMSICLE 6/4 16OZ CAN,6.0,1025750.0300000017,0.9947941548137477,C
BARKERS MARQUE 3 BROOMS S/BLC - 750ML,6.0,1025756.0300000017,0.9947999737411222,C
LUNARDI PINOT GRIGIO  - 750ML,6.0,1025762.0300000017,0.9948057926684966,C
BALTIKA #4 DARK NR 20/CS - 16.9OZ,6.0,1025768.0300000017,0.994811611595871,C
BARBI ORVIETO ABBOCETTO - 750ML,6.0,1025774.0300000017,0.9948174305232454,C
LUC BELAIRE GOLD BRUT - 750ML,6.0,1025780.0300000017,0.9948232494506198,C
SUTTER HOME FRE' SPARK - 750ML,6.0,1025786.0300000017,0.9948290683779942,C
LA TOGATA ROSSO DI MONTALANO CARILLON 750ML,6.0,1025792.0300000017,0.9948348873053686,C
WEIHENSTEPHAN HEFE BAVAR NR 20/CS - 16.9OZ,6.0,1025798.0300000017,0.9948407062327431,C
WEIHENSTEPHAN ORIGINAL NR 20/CS - 16.9OZ,6.0,1025804.0300000017,0.9948465251601175,C
ABANDONED HARD CIDER CLASSIC - 12OZ CAN,6.0,1025810.0300000017,0.9948523440874919,C
WWE CHEESECAKE FACTORY PINOT GRIGIO - 750ML,6.0,1025816.0300000017,0.9948581630148664,C
AFFRESCHI P/GRIG - 750ML,6.0,1025822.0300000017,0.9948639819422408,C
LURTON ARAUCANO RES S/BLC - 750ML,6.0,1025828.0300000017,0.9948698008696152,C
LUSTAU DRY AMONTILLADO - 750ML,6.0,1025834.0300000017,0.9948756197969896,C
LEVIATHAN RED - 750ML,6.0,1025840.0300000017,0.9948814387243641,C
LEVIATHAN RED TRUE NORTH RES - 750ML,6.0,1025846.0300000017,0.9948872576517385,C
TENUTA POLVARO CAB - 750ML,6.0,1025852.0300000017,0.9948930765791129,C
ROSA MALBEC ROSE 750ML,6.0,1025858.0300000017,0.9948988955064874,C
MYX MOSCATO TROPICAL SANGRIA - 187ML,6.0,1025864.0300000017,0.9949047144338617,C
BROOKLYN LAGER 2/12 CANS - 12OZ,6.0,1025870.0300000017,0.9949105333612361,C
BROOKLYN CIDER HOUSE RAW HARD CIDER - 12OZ 6/4 CANS,6.0,1025876.0300000017,0.9949163522886106,C
QTA CABRIZ SELECCIONADA - 750ML,6.0,1025882.0300000017,0.994922171215985,C
AUGUSTINERBRAU DARK 4/6 NR - 12OZ,6.0,1025888.0300000017,0.9949279901433594,C
VIU MANENT EST RES CAB - 750ML,6.0,1025894.0300000017,0.9949338090707338,C
MATANZAS CREEK SON S/BLC 16 - 750ML,6.0,1025900.0300000017,0.9949396279981083,C
CAVICCHIOLI SPK ROSE - 750ML,6.0,1025906.0300000017,0.9949454469254827,C
VINA ALBALI SAUVIGNON RUEDA - 750ML,6.0,1025912.0300000017,0.9949512658528571,C
CASA PATRONALES S/BLC - 750ML,6.0,1025918.0300000017,0.9949570847802316,C
AYMARA RED BLEND - 750ML,6.0,1025924.0300000017,0.994962903707606,C
BORSAO BEROLA RED - 750ML,6.0,1025930.0300000017,0.9949687226349804,C
EL LIBRE TORR - 750ML,6.0,1025936.0300000017,0.9949745415623549,C
JACKS ROSE 4/6 CANS,6.0,1025942.0300000017,0.9949803604897293,C
CRISPIN ORIGINAL 16.0Z CAN,6.0,1025948.0300000017,0.9949861794171037,C
FOUR SISTERS CAB - 750ML,6.0,1025954.0300000017,0.994991998344478,C
DOM VETRICCIE ROSE - 750ML,6.0,1025960.0300000017,0.9949978172718525,C
LOUIS SIPP RIESLING - 375ML,6.0,1025966.0300000017,0.9950036361992269,C
SOUS LA MER ROSE - 750ML,6.0,1025972.0300000017,0.9950094551266013,C
AVIESO MALBEC - 750ML,6.0,1025978.0300000017,0.9950152740539758,C
ITHACA APRICOT WHEAT 4/6 12OZ CANS,6.0,1025984.0300000017,0.9950210929813502,C
CRAFTWORK SAUVIGNON BLANC - 750ML,6.0,1025990.0300000017,0.9950269119087246,C
CRAFTWORK PINOT NOIR - 750ML,6.0,1025996.0300000017,0.9950327308360991,C
CRAFTWORK CABERNET SAUVIGNON - 750ML,6.0,1026002.0300000017,0.9950385497634735,C
FAT ORANGE CAT I DON'T LIKE MONDAYS 6/4 16OZ CAN,6.0,1026008.0300000017,0.9950443686908479,C
HITACHINO DAI DAI IPA 24/11.0Z NR,6.0,1026014.0300000017,0.9950501876182223,C
PIERRE PRIEUR S/BLC - 750ML,6.0,1026020.0300000017,0.9950560065455968,C
L TRAMIER RONCIER PINOT NOIR - 750ML,6.0,1026026.0300000017,0.9950618254729712,C
MAYNARD'S FINE RUBY PRT - 750ML,6.0,1026032.0300000017,0.9950676444003456,C
SIP MOSCATO - 750ML,6.0,1026038.0300000017,0.9950734633277201,C
PICO MACCARIO VDR BARBERA - 750ML,6.0,1026044.0300000017,0.9950792822550945,C
PICCINI MEMORO                322825 - 750ML,6.0,1026050.0300000017,0.9950851011824688,C
REVERDY DUCROUX SANCERRE SILEX - 750ML,6.0,1026056.0300000017,0.9950909201098432,C
LA CATTURA POGGIO AL CASONE 15 - 750ML,6.0,1026062.0300000017,0.9950967390372177,C
INKARRI ORGANIC MALBEC - 750ML,6.0,1026068.0300000017,0.9951025579645921,C
LOST RHINO MIG IPA 6/4 16OZ CANS,6.0,1026074.0300000017,0.9951083768919665,C
MAYNARD'S 10YR AGED TAW PRT - 750ML,6.0,1026080.0300000017,0.995114195819341,C
AUSPICION SAUVIGNON BLANC - 750ML,6.0,1026086.0300000017,0.9951200147467154,C
AUSPICION CHARD - 750ML,6.0,1026092.0300000017,0.9951258336740898,C
CLOS PALET VOUV - 750ML,6.0,1026098.0300000017,0.9951316526014643,C
MONTI GUIDI DEL CARMINE RES MONTPUL - 750ML,6.0,1026104.0300000017,0.9951374715288387,C
BABUNI CHERRY 6/CS - 750ML,6.0,1026110.0300000017,0.9951432904562131,C
BABICH MARL S/BLC - 750ML,6.0,1026116.0300000017,0.9951491093835875,C
CLOUDLINE P/NOIR - 750ML,6.0,1026122.0300000017,0.995154928310962,C
MAS DE GOUR GONNIER ROSE - 750ML,6.0,1026128.0300000017,0.9951607472383364,C
ARNALDO RIVERA UNDICICOMUNI BAROLO - 750ML,6.0,1026134.0300000017,0.9951665661657108,C
LA GALOPE ROSE 14 - 750ML,6.0,1026140.0300000017,0.9951723850930853,C
VISTA POINT PINOT GRIGIO 750 ML,6.0,1026146.0300000017,0.9951782040204596,C
GLENBROOK CAB - 750ML,6.0,1026152.0300000017,0.995184022947834,C
PAGO DE LA JARABA RED - 750ML,6.0,1026158.0300000017,0.9951898418752085,C
FOUNDERS SOLID GOLD 4/6 CANS,6.0,1026164.0300000017,0.9951956608025829,C
GRAHAMS LBV PORT 3/CS - 750ML,6.0,1026170.0300000017,0.9952014797299573,C
LA VITE NV MONTEPULCIANO - 20L,6.0,1026176.0300000017,0.9952072986573317,C
FLACO CAB - 750ML,6.0,1026182.0300000017,0.9952131175847062,C
FIX HELLAS LAGER NR 11.2OZ,6.0,1026188.0300000017,0.9952189365120806,C
MI MI EN PROV GR RES C'PROV ROSE - 750ML,6.0,1026194.0300000017,0.995224755439455,C
KESSER SEVEN SEVENTY GRAPE - 750ML,6.0,1026200.0300000017,0.9952305743668295,C
ORIGINAL SIN MCINTOSH CIDER 4/6 CAN,6.0,1026206.0300000017,0.9952363932942039,C
CASA NATAL RES MALB - 750ML,6.0,1026212.0300000017,0.9952422122215783,C
BALTIKA #6 PALE ALE NR 20/CS - 16.9OZ,6.0,1026218.0300000017,0.9952480311489528,C
VILLA FASSINI TOSCANA - 750ML,6.0,1026224.0300000017,0.9952538500763272,C
NB MURAL AGUA FRESCA VARIETY 2/12 CANS,6.0,1026230.0300000017,0.9952596690037016,C
QUADRI S/BLC - 750ML,6.0,1026236.0300000017,0.9952654879310759,C
QUADRI P/NOIR - 750ML,6.0,1026242.0300000017,0.9952713068584504,C
COPERTINO RIS RED - 750ML,6.0,1026248.0300000017,0.9952771257858248,C
BRECKENRIDGE IMPERIAL VANILLA PORTER 6/4 NR,6.0,1026254.0300000017,0.9952829447131992,C
RUCA MALEN MALBEC CLASSICO - 750ML,6.0,1026260.0300000017,0.9952887636405737,C
EL LIBRE MAL BIB - 3L,6.0,1026266.0300000017,0.9952945825679481,C
AZUL Y GARANZA ROSE - 1L,6.0,1026272.0300000017,0.9953004014953225,C
OSKAR BLUES DEATH BY AFFOGATO 6/4 CANS,6.0,1026278.0300000017,0.9953062204226969,C
KGM TSINANDALI - 750ML,6.0,1026284.0300000017,0.9953120393500714,C
SUNDAY FUNDAY SAUVIGNON BLANC- 750ML,6.0,1026290.0300000017,0.9953178582774458,C
BABYLONSTOREN MORVEDRE ROSE 750 ML,6.0,1026296.0300000017,0.9953236772048202,C
MASSONE GAVI MASERA - 750ML,6.0,1026302.0300000017,0.9953294961321947,C
FAMIGLIA CASTELLANI CHIANTI COLLI SENESI 750ML,6.0,1026308.0300000017,0.9953353150595691,C
HOUSE S/BLC - 3L BOX,6.0,1026314.0300000017,0.9953411339869435,C
HOUSE WINE P/NOIR CAN - 355ML,6.0,1026320.0300000017,0.995346952914318,C
NAPA CELLARS CAB - 750ML,6.0,1026326.0300000017,0.9953527718416924,C
BROADSIDE MARGARITA VYD MERLOT - 750ML,6.0,1026332.0300000017,0.9953585907690667,C
REKORDERLIG MANGO RAZ 6/4 11.2OZ CANS,6.0,1026338.0300000017,0.9953644096964411,C
MENDOZA VYD GRAN RES MAL - 750ML,6.0,1026344.0300000017,0.9953702286238156,C
SUPERBLOOM P/NOIR - 750ML,6.0,1026350.0300000017,0.99537604755119,C
BEYRA BRANCO - 750ML,6.0,1026356.0300000017,0.9953818664785644,C
BESO DEL SOL SANGRIA - 500ML,6.0,1026362.0300000017,0.9953876854059389,C
MISTRAL VALLEE ROSE - 750ML,6.0,1026368.0300000017,0.9953935043333133,C
NURAGHE VERMENTINO LE GIARE 750ML,6.0,1026374.0300000017,0.9953993232606877,C
JEAN-MARC BROCARD MARGOTE CHARD - 750ML,6.0,1026380.0300000017,0.9954051421880622,C
MAINE PEEPER NR - 16OZ,6.0,1026386.0300000017,0.9954109611154366,C
DOM BOUSQUET RES MALB - 750ML,6.0,1026392.0300000017,0.995416780042811,C
ROBERT HALL MERLOT - 750ML,6.0,1026398.0300000017,0.9954225989701854,C
DOM BOUSQUET CHARD - 750ML,6.0,1026404.0300000017,0.9954284178975599,C
PASCUAL TOSO ESTATE MAL 750ML,6.0,1026410.0300000017,0.9954342368249343,C
CONO SUR S/BLC - 750ML,6.0,1026416.0300000017,0.9954400557523087,C
TASCA D'ALMERITA LAMURI - 750ML,6.0,1026422.0300000017,0.9954458746796832,C
ROCHEFORT 8 12/11.2OZ,6.0,1026428.0300000017,0.9954516936070575,C
STACKHOUSE NAPA CABERNET SAUVIGNON - 750ML,6.0,1026434.0300000017,0.9954575125344319,C
FRULI STRAWBERRY 11.2.OZ NR,6.0,1026440.0300000017,0.9954633314618063,C
BISON RIDGE CAB - 750ML,6.0,1026446.0300000017,0.9954691503891808,C
BIRRA DOLOMITI PILS - 11.2OZ,6.0,1026452.0300000017,0.9954749693165552,C
MAINE LUNCH 1/2 KEG,6.0,1026458.0300000017,0.9954807882439296,C
MAGNOLIA GROVE MERLOT - 750ML,6.0,1026464.0300000017,0.9954866071713041,C
CALMERE PINOT NOIR - 750ML,6.0,1026470.0300000017,0.9954924260986785,C
LAS CASAS DE VAQUERIA RESA CORRAL A18 CARMN - 750ML,6.0,1026476.0300000017,0.9954982450260529,C
PAVIDLIDIS THEMA WHITE - 750ML,6.0,1026482.0300000017,0.9955040639534274,C
ESTRELLA JALISCO 12PK 24 OZ CAN,6.0,1026488.0300000017,0.9955098828808018,C
SIDURI SOMMELIER CUVEE P/NOIR (CAPITAL GRILLE) - 750ML,6.0,1026494.0300000017,0.9955157018081762,C
CONDOR PEAK MAL - 750ML,6.0,1026500.0300000017,0.9955215207355506,C
