item_description,total_sales,cumulative_sales,revenue_share,segment
OLE SMOKY MOONSHINE PICKLES - 750ML,19.85,993522.7900000013,0.963539493307396,C
RED ROCK CAL MALBEC - 750ML,19.84,993542.6300000013,0.9635587345605807,C
COPPOLA DIAMOND ZIN - 750ML,19.83,993562.4600000012,0.9635779661155531,C
DOM LAFAGE MIRAFLORS ROSE - 750ML,19.82,993582.2800000012,0.9635971879723133,C
FLIPFLOP P/GRIG - 750ML,19.8,993602.0800000012,0.9636163904326489,C
SIXPOINT CRISP 4/6 CANS - 12OZ,19.75,993621.8300000012,0.9636355444019231,C
FAUST CAB - 750ML,19.73,993641.5600000012,0.9636546789747726,C
STONESTREET ESTATE CAB - 750ML,19.729999999999997,993661.2900000012,0.9636738135476222,C
GRAND MARNIER CORDON ROUGE - 375ML,19.729999999999997,993681.0200000012,0.9636929481204717,C
COLUMBIA CREST TWO VINES CHARD - 750ML,19.72,993700.7400000012,0.963712072995109,C
NATURA COLCHAGUA VLY CARMENERE - 750ML,19.7,993720.4400000011,0.9637311784733216,C
MARTELL VSOP RED BARREL - 750ML,19.7,993740.1400000011,0.9637502839515343,C
SAM ADAMS BOSTON ALE 4/6NR - 12OZ,19.7,993759.840000001,0.9637693894297469,C
NICOLAS P/NOIR - 750ML,19.7,993779.540000001,0.9637884949079596,C
ARDBEG CORRYVRECKAN - 750ML,19.68,993799.220000001,0.9638075809897477,C
LA CAPRANERA AGLIANICO - 750ML,19.67,993818.8900000011,0.9638266573733235,C
GUIGAL CDR RGE - 750ML,19.66,993838.5500000011,0.9638457240586871,C
AGRICOLA DE BORJA TRES PICOS - 750ML,19.65,993858.2000000011,0.9638647810458384,C
FREEMARK ABBEY CHARD - 750ML,19.64,993877.8400000011,0.9638838283347774,C
FRISK PRICKLY RIES - 750ML,19.61,993897.4500000011,0.9639028465290794,C
SEAGRAM'S 7 CROWN - 1L,19.61,993917.0600000011,0.9639218647233815,C
PLASTIC WINE GLASS PACK,19.6,993936.6600000011,0.9639408732194712,C
FRANGELICO LIQUEUR - 750ML,19.57,993956.230000001,0.9639598526209241,C
KEN FORRESTER PET/CHEIN - 750ML,19.549999999999997,993975.7800000011,0.9639788126259524,C
SMIRNOFF VODKA - RASPBERRY TW - 1L,19.54,993995.3200000011,0.9639977629327685,C
ANGOSTURA BITTERS 48/CS - 4OZ,19.52,994014.8400000011,0.96401669384316,C
PATRON CITRONGE LIME LIQUEUR - 750ML,19.509999999999998,994034.3500000011,0.9640356150553392,C
DOGFISH HEAD 120 MIN IPA 6/4 NR - 12OZ,19.5,994053.8500000011,0.964054526569306,C
LAGUNITAS LIL SUMPIN - 2/12 NR 12.0Z,19.5,994073.3500000011,0.964073438083273,C
CIGAR CITY MADURO 4/6 CANS,19.5,994092.8500000011,0.9640923495972398,C
VICTORY HOP DEVIL IPA 4/6 NR,19.5,994112.3500000011,0.9641112611112067,C
1800 ANEJO TE 6/CS - 750ML,19.490000000000002,994131.8400000011,0.9641301629269613,C
PRIMAL ROOTS RED - 750ML,19.47,994151.3100000011,0.9641490453462912,C
BANFI RISERVA CHIANTI CLASSICO - 750ML,19.46,994170.7700000011,0.9641679180674089,C
DALWHINNIE 15YR SCOTCH - 750ML,19.42,994190.1900000011,0.9641867519956775,C
NOBLE VINES 515 DRY ROSE - 750ML,19.4,994209.5900000011,0.9642055665275214,C
ANDRE CALIFORNIA PINK MOSCATO - 750ML,19.37,994228.9600000011,0.9642243519647286,C
IRONY P/NOIR - 750ML,19.369999999999997,994248.3300000011,0.9642431374019357,C
CRAGGY RANGE S/BLC - 750ML,19.36,994267.6900000011,0.9642619131409305,C
AVION TEQUILA ANEJO - 750ML,19.35,994287.0400000011,0.9642806791817129,C
SAVORY & JAMES AMONTILLADO - 750ML,19.33,994306.370000001,0.9642994258260709,C
EZRA BROOKS BOURBON - 750ML,19.33,994325.700000001,0.9643181724704287,C
FOUR ROSES SMALL BATCH BOURBON - 750ML,19.32,994345.020000001,0.9643369094165744,C
BRECA GARN DEL FUEGO - 750ML,19.28,994364.300000001,0.9643556075698708,C
CRUZAN RUM - BLACK STRAP - 750ML,19.28,994383.580000001,0.9643743057231673,C
SIXPOINT BENGALI TIGER 4/6 CANS - 12OZ,19.25,994402.830000001,0.964392974781827,C
BOORDY RIESLING ORIOLE - 750ML,19.21,994422.040000001,0.9644116050476373,C
SUTTER HOME CHEN/BLC - 750ML,19.200000000000003,994441.2400000009,0.9644302256152355,C
DOM DE LA BUISSONNE CDR RGE - 750ML,19.2,994460.4400000009,0.9644488461828336,C
DOGFISH HEAD SONIC ARCHEOLOGY - 750ML,19.17,994479.6100000009,0.9644674376557949,C
PROPHECY RED BLEND - 750ML,19.13,994498.7400000009,0.964485990335907,C
KNOB CREEK BOURBON 9YR - 100P - 375ML,19.13,994517.8700000009,0.9645045430160192,C
DEWAR'S SPECIAL RESERVE 12YR - 1.75L,19.12,994536.9900000009,0.964523085997919,C
DREAMING TREE PINOT NOIR - 750ML,19.09,994556.0800000009,0.964541599885182,C
SANTERO MOSCATO RSE - 750ML,19.09,994575.1700000009,0.9645601137724448,C
CH ST MICH RIESLING  - 1.5L,19.080000000000002,994594.2500000008,0.9645786179614955,C
PRIMATERRA P/GRIG - 750ML,19.08,994613.3300000008,0.964597122150546,C
VENDANGE TETRA MER - 500ML,19.07,994632.4000000007,0.9646156166413844,C
JOHNNIE WALKER RED - 200ML,19.05,994651.4500000008,0.9646340917357983,C
CRUZAN RUM - PINEAPPLE - 750ML,19.05,994670.5000000008,0.964652566830212,C
NOILLY PRATT SWEET VERMOUTH - 750ML,19.04,994689.5400000009,0.9646710322264136,C
STONE CELLARS CHARD - 1.5L,19.03,994708.5700000009,0.9646894879244029,C
SYCAMORE LANE PINOT NOIR - 750ML,19.0,994727.5700000009,0.9647079145277552,C
TORTOISE CREEK ZIN - 750ML,19.0,994746.5700000009,0.9647263411311076,C
FOODIES CAB - 750ML,19.0,994765.5700000009,0.9647447677344598,C
JOHN UMBACH PS CABERNET SAUVIGNON - 750ML,19.0,994784.5700000009,0.9647631943378122,C
HACKER PSCHORR WEISS 4/6 NR - 12OZ,19.0,994803.5700000009,0.9647816209411646,C
BRECKENRIDGE MOUNTAIN BEACH 4/6 CANS,19.0,994822.5700000009,0.9648000475445169,C
PABST 1/2K,19.0,994841.5700000009,0.9648184741478693,C
BRECKENRIDGE VAN PORTER - 16OZ CAN,19.0,994860.5700000009,0.9648369007512215,C
MOUNTAIN VIEW RED TABLE - 750ML,19.0,994879.5700000009,0.9648553273545739,C
GALLO FAMILY VYDS CHARD - 187ML,19.0,994898.5700000009,0.9648737539579263,C
PRIME BRUME SOAVE - 750ML,19.0,994917.5700000009,0.9648921805612786,C
KINDZMARAULI ARGO CERAMIC - 750ML,19.0,994936.5700000009,0.964910607164631,C
COOPER'S HAWK LUX CAB 750ML,19.0,994955.5700000009,0.9649290337679833,C
VILLA MEDORO MONT-ABRZ - 750ML,19.0,994974.5700000009,0.9649474603713356,C
KENTUCKY VANILLA CREAM ALE - 4/6 12.OZ,19.0,994993.5700000009,0.964965886974688,C
ECHIGO RED ALE NR 12/CS - 335ML,19.0,995012.5700000009,0.9649843135780403,C
RIGOLETTO CHIANTI - 1.5L,19.0,995031.5700000009,0.9650027401813926,C
TAVERNELLO P/GRIG - 1.5L,19.0,995050.5700000009,0.965021166784745,C
TWENTY BENCH NORTH COAST CAB - 750ML,19.0,995069.5700000009,0.9650395933880973,C
DOGFISH HEAD 90 MIN IPA 1/2K,19.0,995088.5700000009,0.9650580199914497,C
JP AZEITAO ROSE SYR - 750ML,19.0,995107.5700000009,0.965076446594802,C
CARLETTO SPARK PROSECCO - 750ML,19.0,995126.5700000009,0.9650948731981543,C
BELLS FLAMINGO FRUIT FLIGHT 4/6 CANS,19.0,995145.5700000009,0.9651132998015067,C
EXCELSIOR S/BLC - 750ML,19.0,995164.5700000009,0.965131726404859,C
COOPER'S HAWK RED 750ML,19.0,995183.5700000009,0.9651501530082114,C
COOPER'S HAWK SAUV BLANC 750ML,19.0,995202.5700000009,0.9651685796115637,C
FATUM RED 15 (CLOSEOUT) - 750ML,19.0,995221.5700000009,0.965187006214916,C
FATUM WHITE 15 (CLOSEOUT) - 750ML,19.0,995240.5700000009,0.9652054328182684,C
AUSTIN PINEAPPLE CIDER - 12.OZ 4/6 CAN,19.0,995259.5700000009,0.9652238594216207,C
IL BORRO ROSSO TOSCANO - 750ML,19.0,995278.5700000009,0.9652422860249731,C
DRUMHELLER CABERNET,19.0,995297.5700000009,0.9652607126283254,C
ACE APPLE HARD CIDER - 12OZ,19.0,995316.5700000009,0.9652791392316777,C
CRISPIN CIDER HONEY CRISP 12/22 OZ,19.0,995335.5700000009,0.9652975658350301,C
BEX RIES - 750ML,19.0,995354.5700000009,0.9653159924383824,C
NARRAGANSETT FRESH CATCH 4/6 16OZ CANS,19.0,995373.5700000009,0.9653344190417348,C
ARBOR MIST PEACH CHARD - 750ML,19.0,995392.5700000009,0.9653528456450872,C
ALLAGASH RIVER TRIP 2/12 CANS,19.0,995411.5700000009,0.9653712722484394,C
MONSIEUR TOUTON S/BLC - 750ML,19.0,995430.5700000009,0.9653896988517918,C
WOODBRIDGE J/RIESLING - 750ML,19.0,995449.5700000009,0.9654081254551441,C
SUTTER HOME RIES - 187ML,19.0,995468.5700000009,0.9654265520584965,C
DARON CALVADOS FIN - 750ML,18.98,995487.5500000009,0.9654449592654242,C
JACK DANIELS TENNESSEE APPLE - 750ML,18.97,995506.5200000008,0.9654633567741396,C
DON RODOLFO MAL - 750ML,18.94,995525.4600000008,0.9654817251882182,C
CAPTAIN MORGAN SPICED RUM - 375ML,18.93,995544.3900000008,0.9655000839040846,C
MARQUES DE RISCAL RIOJA RES - 750ML,18.93,995563.3200000009,0.9655184426199509,C
NATURA CASABLANCA VYLY CHARD - 750ML,18.91,995582.2300000009,0.9655367819393926,C
FANTINI MONTPUL - 750ML,18.91,995601.140000001,0.9655551212588345,C
LINDEMANS BIN 45 CAB - 750ML,18.85,995619.9900000009,0.9655734023890024,C
Z ALEXANDER BROWN SAUVIGNON BLANC - 750ML,18.83,995638.8200000009,0.9655916641227458,C
VINA SIEGEL RES CAB - 750ML,18.83,995657.6500000008,0.9656099258564891,C
JIM BEAM PEACH - 750ML,18.8,995676.4500000009,0.9656281584955957,C
WENTE VYDS RIVA RANCH CHARD - 750ML,18.79,995695.2400000009,0.96564638143649,C
LION & DOVE CHARD - 750ML,18.78,995714.020000001,0.9656645946791719,C
STEAK HOUSE CAB - 750ML,18.78,995732.800000001,0.9656828079218539,C
PEYCHAUD BITTERS 12/CS - 5OZ,18.75,995751.550000001,0.9657009920698989,C
CIGAR CITY FLORIDA CRACKER 4/6 CANS,18.7,995770.2500000009,0.9657191277268825,C
SMIRNOFF VODKA - GREEN APPLE TW - 1L,18.67,995788.920000001,0.9657372342892293,C
DAILYS WATERMELON - 10OZ,18.630000000000003,995807.550000001,0.965755302058727,C
SVEDKA CUCUMBER LIME VODKA - 750ML,18.619999999999997,995826.170000001,0.9657733601300121,C
MENAGE A TROIS LIMELIGHT PINOT GRIGIO - 750ML,18.61,995844.780000001,0.9657914085030852,C
BAREFOOT MOSCATO SPRITZER - 750ML,18.6,995863.3800000009,0.9658094471779458,C
UNSUNG HERO MAL - 750ML,18.6,995881.9800000009,0.9658274858528065,C
WINE STOPPER-POURER - 2-PACK,18.57,995900.5500000009,0.9658454954330303,C
ASKALON ARAK 80 - 750ML,18.57,995919.1200000008,0.9658635050132541,C
IL FAUNO RED BLEND - 750ML,18.55,995937.6700000009,0.9658814951970535,C
BV COASTAL P/NOIR - 750ML,18.54,995956.2100000009,0.9658994756826405,C
BAREFOOT CEL ROSE - BIB - 3L,18.54,995974.7500000009,0.9659174561682274,C
BODEGAS EGO MARIONETTE - 750ML,18.54,995993.290000001,0.9659354366538144,C
RAVENSWOOD LODI ZIN - 750ML,18.53,996011.820000001,0.9659534074411892,C
BACARDI RUM - WHITE - 200ML,18.52,996030.340000001,0.9659713685303516,C
FRANCISCAN OAKVILLE EST CHARD - 750ML,18.52,996048.860000001,0.965989329619514,C
BUFFALO TRACE KOSHER RYE - 750ML,18.51,996067.370000001,0.9660072810104641,C
REMY MARTIN V - 750ML,18.509999999999998,996085.880000001,0.9660252324014141,C
TERRAPIN UP- HI IPA 2/12 12.0Z CAN,18.5,996104.380000001,0.966043174094152,C
TAYLOR CAL WHITE - 3L,18.5,996122.880000001,0.9660611157868898,C
DEKUYPER CURACAO - ORANGE - 1L,18.490000000000002,996141.370000001,0.9660790477814153,C
HATOZAKI FINEST JAPANESE WHISKY 750ML,18.49,996159.860000001,0.9660969797759408,C
OLD FORESTER SIGNATURE 100P - 750ML,18.479999999999997,996178.340000001,0.966114902072254,C
B&B - 750ML,18.45,996196.790000001,0.9661327952739303,C
MCCLELLAND'S HIGHLAND SCOTCH - 750ML,18.42,996215.210000001,0.9661506593809698,C
MYERS ORIGINAL RUM- DARK - 750ML,18.4,996233.610000001,0.9661685040915847,C
NOILLY PRATT DRY VERMOUTH - 750ML,18.4,996252.010000001,0.9661863488021997,C
HENNESSY VSOP 24/CS - 375ML,18.35,996270.360000001,0.9662041450217531,C
HUDSON MANHATTAN RYE  - 750ML,18.35,996288.710000001,0.9662219412413066,C
DIMPLE PINCH SCOTCH 15YR - 750ML,18.35,996307.060000001,0.9662397374608599,C
GALLO SWEET VERMOUTH - 750ML,18.34,996325.400000001,0.9662575239822011,C
DACHOUFFE LA CHOUFFE 6/4 NR - 11.2OZ,18.34,996343.7400000009,0.9662753105035422,C
PYRAT PLANTERS GOLD XO RES - 750ML,18.33,996362.0700000009,0.966293087326671,C
FREIXENET CORDON NEGRO SWEET CUVEE - 750ML,18.33,996380.4000000008,0.9663108641497998,C
ANNALISA P/GRIG - 750ML,18.32,996398.7200000008,0.9663286312747164,C
BARTENURA MOSCATO D'ASTI BLUE - 375ML,18.32,996417.0400000007,0.9663463983996329,C
TRUE RESPITE WHITE TAIL 6/4 16OZ CANS,18.32,996435.3600000007,0.9663641655245494,C
MONKEY SHOULDER BLEND 1.75L,18.31,996453.6700000007,0.9663819229512537,C
J LOHR FALCONS PERCH P/NOIR - 750ML,18.29,996471.9600000008,0.9663996609815335,C
BAREFOOT CEL RICH RED - 1.5L,18.29,996490.2500000008,0.9664173990118132,C
COL DI SASSO SANG CAB - 750ML,18.259999999999998,996508.5100000008,0.966435107947456,C
MARKHAM S/BLC - 750ML,18.259999999999998,996526.7700000008,0.9664528168830989,C
BELLS KALAMAZOO STOUT 4/6 NR,18.25,996545.0200000008,0.9664705161205294,C
LIVE A LOT REALLY RAVISHING RED - 3L,18.25,996563.2700000008,0.9664882153579599,C
J&B RARE - 750ML,18.21,996581.4800000008,0.9665058758025413,C
RIOS DE TINTA - 750ML,18.17,996599.6500000008,0.9665234974542736,C
DOM ANTUGNAC CHARDONNAY - 750ML,18.16,996617.8100000009,0.9665411094077935,C
ANDRE BRUT ROSE - 750ML,18.130000000000003,996635.9400000009,0.9665586922666766,C
J LOHR HILLTOP CAB - 750ML,18.1,996654.0400000009,0.9665762460309227,C
14 HANDS STAMPEDE RED BLEND - 750ML,18.09,996672.1300000008,0.9665937900969566,C
CLARA C FIORI DI PROSECCO BRUT - 750ML,18.08,996690.2100000008,0.9666113244647782,C
TERRAVEGA CAB - 750ML,18.08,996708.2900000007,0.9666288588325996,C
KORBEL SWEET CUVEE - 750ML,18.060000000000002,996726.3500000008,0.9666463738039968,C
KENTUCKY COFFEE BARREL STOUT 6/4 NR,18.04,996744.3900000008,0.9666638693789692,C
GEKKEIKAN BLACK & GOLD SAKE - 750ML,18.04,996762.4300000009,0.9666813649539416,C
COLUMBIA WINERY CAB - 750ML,18.04,996780.4700000009,0.9666988605289142,C
SVEDKA RASPBERRY VODKA - 750ML,18.03,996798.5000000009,0.9667163464056743,C
ACACIA SWEET WHITE - 750ML,18.03,996816.530000001,0.9667338322824345,C
GLEN ELLEN (CN)CAB - 750ML,18.009999999999998,996834.540000001,0.96675129876277,C
WINE GIFT TOTE SINGLE BOTTLE,18.0,996852.540000001,0.9667687555448933,C
BEK SAE JU NEW KOOK SOON DON - 375ML,18.0,996870.540000001,0.9667862123270166,C
ORNELLA MOLON P/GRIG VENEZIA BIANCO - 750ML,18.0,996888.540000001,0.9668036691091398,C
DOM DES HERBAUGES GROLLEAU GRIS - 750ML,18.0,996906.540000001,0.9668211258912631,C
GREAT LAKES IPA 4/6 NR,18.0,996924.540000001,0.9668385826733864,C
GREAT LAKES IPA 4/6 CANS,18.0,996942.540000001,0.9668560394555097,C
GNARLY HEAD 1924 BBN BRL CAB - 750ML,18.0,996960.540000001,0.966873496237633,C
CATENA LA CONSULTA MAL - 750ML,18.0,996978.540000001,0.9668909530197562,C
CUL DE SAC MER - 750ML,18.0,996996.540000001,0.9669084098018794,C
RANCHERIA CELL CAB (BALDUCCI'S) - 750ML,18.0,997014.540000001,0.9669258665840027,C
BARON HERZOG ROSE - 750ML,18.0,997032.540000001,0.966943323366126,C
SCHLAFLY PATIO PACK 2/12 NR,18.0,997050.540000001,0.9669607801482493,C
JEAN LUC COLOMBO CDB RSE - 750ML,18.0,997068.540000001,0.9669782369303725,C
GRUET BRUT ROSE NV - 750ML,18.0,997086.540000001,0.9669956937124958,C
MAHOU ESTRELLA 4/6NR - 11.2OZ,18.0,997104.540000001,0.9670131504946191,C
ALVERDI P/GRIG - 750ML,18.0,997122.540000001,0.9670306072767424,C
RAINSTORM P/NOIR - 750ML,18.0,997140.540000001,0.9670480640588657,C
DEVILS BACKBONE VIENNA LAGER 1/6 KEG,18.0,997158.540000001,0.967065520840989,C
BLACK'S STATION CAB - 750ML,18.0,997176.540000001,0.9670829776231121,C
NIA PINOT NOIR - 750ML,18.0,997194.540000001,0.9671004344052354,C
TRUE COLOURS CAVA BRUT - 750ML,18.0,997212.540000001,0.9671178911873587,C
YALUMBA Y SERIES SHZ/VIOG - 750ML,18.0,997230.540000001,0.967135347969482,C
DOGFISH HEAD 120 MIN IPA 1/6K,18.0,997248.540000001,0.9671528047516053,C
VIZZY PINEAPPLE MANGO 4/6 16OZ CANS,18.0,997266.540000001,0.9671702615337285,C
VISTA POINT CABERNET - 750ML,18.0,997284.540000001,0.9671877183158518,C
FOLLY OF THE BEAST PINOT NOIR - 750ML,18.0,997302.540000001,0.9672051750979751,C
LA PERLINA MOSCATO - 750ML,18.0,997320.540000001,0.9672226318800984,C
MIGUEL TORRES RESA LAS MULAS CAB ORG - 750ML,18.0,997338.540000001,0.9672400886622216,C
ARNOLD PALMER SPIKED TEA AND LEMONADE 2/12PK 12OZ CAN,18.0,997356.540000001,0.9672575454443448,C
HUGL WEINE GRUNER VELT - 1L,18.0,997374.540000001,0.9672750022264681,C
COOPER'S HAWK LUX MERITAGE 750ML,18.0,997392.540000001,0.9672924590085914,C
TENUTA S ANNA PROSECCO EX DRY - 750ML,18.0,997410.540000001,0.9673099157907147,C
PEPPERWOOD GROVE CAB - 750ML,18.0,997428.540000001,0.967327372572838,C
MD 20/20 BANANA RED - 375ML,18.0,997446.540000001,0.9673448293549612,C
COOPER'S HAWK CHARDONNAY 750ML,18.0,997464.540000001,0.9673622861370845,C
J VIDAL FLEURY CDR  ROUGE - 750ML,18.0,997482.540000001,0.9673797429192078,C
GENIUM CELLARS POBOLEDA VI DE LA VILA PRIORAT - 750ML,18.0,997500.540000001,0.967397199701331,C
COOPER'S HAWK 12 ESQUIRE 750ML,18.0,997518.540000001,0.9674146564834543,C
PRESIDENTIAL 10YR TAWNY PORT - 750ML,17.98,997536.520000001,0.967432093869153,C
STAGS LEAP ARTEMIS CAB - 750ML,17.97,997554.4900000009,0.9674495215566393,C
REBEL YELL - 1.75L,17.96,997572.4500000009,0.9674669395459135,C
BAILLI PROVENCE FRENCH RSE - 750ML,17.96,997590.4100000008,0.9674843575351875,C
DR LOOSEN DR L DRY RIES - 750ML,17.93,997608.3400000009,0.9675017464298248,C
JIM BEAM RED STAG BOURBON - 750ML,17.93,997626.270000001,0.9675191353244621,C
STELLA ROSA WATERMELON - 750ML,17.9,997644.170000001,0.9675364951244624,C
ROSCATO DARK RED BLEND - 750ML,17.869999999999997,997662.040000001,0.967553825829826,C
OTWC P/NOIR - 750ML,17.83,997679.8700000009,0.9675711177423402,C
MCCLELLAND'S ISLAY SCOTCH - 1.75L,17.81,997697.680000001,0.96758839025843,C
LA CREMA R/R P/NOIR - 750ML,17.8,997715.480000001,0.9676056530763075,C
CHUM-CHURUM SOONHARI YUZU SOJU (CITRON) - 375ML,17.8,997733.2800000011,0.967622915894185,C
VODKA 6100 MK2 - 750ML,17.79,997751.0700000011,0.9676401690138502,C
LUNA DI LUNA P/GRIG - 1.5L,17.78,997768.8500000011,0.9676574124353031,C
DAILYS CHERRY LIMEADE - 10 OZ,17.770000000000003,997786.6200000012,0.9676746461585437,C
UINTA DETOUR DOUBLE IPA - 4/6 CAN,17.75,997804.3700000012,0.9676918604853597,C
BURLEY OAK SORRY CHICKY 4/6 CAN,17.75,997822.1200000012,0.9677090748121757,C
KARAS RED WINE - 750ML,17.740000000000002,997839.8600000012,0.9677262794407794,C
BACARDI RUM GOLD - 50ML,17.74,997857.6000000011,0.9677434840693832,C
WESTERN SON BLUEBERRY TEXAS VODKA - 750ML,17.73,997875.3300000011,0.9677606789997745,C
ELIJAH CRAIG BOURBON  BRL- 6072559 750ML,17.72,997893.0500000011,0.9677778642319537,C
LUNETTA PROSECCO - 750ML,17.72,997910.7700000011,0.9677950494641328,C
LAIRD'S APPLEJACK BRANDY - 750ML,17.67,997928.4400000011,0.9678121862052504,C
SMIRNOFF VODKA - CITRUS TW - 1L,17.66,997946.1000000011,0.9678293132481559,C
CINERATOR CINNAMON WHISKY 91.0 - 1L,17.66,997963.7600000012,0.9678464402910613,C
NEW AMSTERDAM VODKA - PEACH - 50ML,17.65,997981.4100000012,0.9678635576357544,C
HIGHLAND PARK 12YR - 750ML,17.64,997999.0500000012,0.9678806652822353,C
STONES ORIGINAL GINGER WINE - 750ML,17.63,998016.6800000012,0.9678977632305037,C
RON ZACAPA XO RUM - 750ML,17.62,998034.3000000012,0.96791485148056,C
BUSHMILLS BLACK BUSH IRISH WHSKY - 750ML,17.6,998051.9000000012,0.9679319203341916,C
TEN SISTERS S/BLC - 750ML,17.59,998069.4900000012,0.9679489794896109,C
BETWEEN THE VINES P/NOIR - 750ML,17.560000000000002,998087.0500000012,0.9679660095503935,C
PEPPERWOOD GROVE P/NOIR - 750ML,17.55,998104.6000000013,0.9679830299129637,C
ELIJAH CRAIG 18YR BOURBON  - 750ML,17.52,998122.1200000013,0.968000021180897,C
NICOLAS MER - 750ML,17.5,998139.6200000013,0.9680169930524057,C
LEFT HAND MOUNTAIN MIXER 2/12 12OZ CANS,17.5,998157.1200000013,0.9680339649239145,C
OVERSTONE S/BLC - 750ML,17.490000000000002,998174.6100000013,0.9680509270972109,C
IRONY CABERNET SAUVIGNON - 750ML,17.490000000000002,998192.1000000013,0.9680678892705074,C
DELOACH CAL CAB - 750ML,17.48,998209.5800000012,0.9680848417455915,C
HUDSON BABY BOURBON - 750ML,17.47,998227.0500000012,0.9681017845224633,C
DEWAR'S SPECAIL RESRVE 12YR - 750ML,17.47,998244.5200000012,0.9681187272993351,C
CIROC LUXURY VODKA - 1.75L,17.41,998261.9300000012,0.9681356118869333,C
ALAIN DE LA TREILLE CAB/FR - 750ML,17.4,998279.3300000012,0.9681524867763192,C
STELLA ROSA TROPICAL MANGO - 750ML,17.38,998296.7100000012,0.9681693422692804,C
PECHE IMPERIALE - 750ML,17.38,998314.0900000012,0.9681861977622417,C
BACARDI RUM - GOLD - 200ML,17.32,998331.4100000012,0.9682029950659291,C
CLYDES CALIF MERLOT - 750ML,17.32,998348.7300000011,0.9682197923696165,C
NAUTILUS S/BLC - 750ML,17.32,998366.0500000011,0.968236589673304,C
OH SCHIST RIES                321542 - 750ML,17.310000000000002,998383.3600000012,0.9682533772787792,C
LOCATIONS NZ NEW ZELAND WHITE -750ML,17.3,998400.6600000012,0.9682701551860422,C
NEW AMSTERDAM VODKA - GRAPEFRUIT - 50ML,17.3,998417.9600000012,0.9682869330933052,C
GLEN MORAY SINGLE MALT 12YR  - 750ML,17.29,998435.2500000013,0.9683037013023559,C
NB SPARKLING LIME LAGER 4/6 CAN,17.25,998452.5000000013,0.9683204307185573,C
BELLS PORTER 4/6 NR,17.25,998469.7500000013,0.9683371601347588,C
MARQUIS DE LATOUR ROSE SPARK - 750ML,17.23,998486.9800000013,0.9683538701545357,C
ROSCATO SMOOTH - 750ML,17.22,998504.2000000012,0.9683705704761002,C
MARIETTA OV RED - 750ML,17.21,998521.4100000012,0.9683872610994525,C
DOM LAFAGE BASTIDE MIRAFLORS VV - 750ML,17.189999999999998,998538.6000000011,0.9684039323263801,C
LUIGI BOSCA MALBEC - 750ML,17.18,998555.7800000012,0.9684205938550956,C
REMY MARTIN VSOP - 200ML,17.169999999999998,998572.9500000012,0.9684372456855989,C
CODIGO 1530 ROSA TEQUILA - 750ML,17.16,998590.1100000013,0.9684538878178897,C
MIRASSOU P/GRIG - 750ML,17.130000000000003,998607.2400000013,0.9684705008555436,C
LINDEMANS BIN 50 SHZ - 750ML,17.119999999999997,998624.3600000013,0.9684871041949854,C
ARBOR MIST SANGRIA ZIN - 750ML,17.08,998641.4400000012,0.9685036687415779,C
DAILYS PINA COLADA - 10 OZ,17.060000000000002,998658.5000000013,0.9685202138917458,C
3 GIRLS LODI CAB - 750ML,17.060000000000002,998675.5600000013,0.9685367590419138,C
SOHNE RIES QBA (BLUE) - 750ML,17.04,998692.6000000014,0.9685532847956573,C
INDABA WESTERN CAPE CH/BLC - 750ML,17.01,998709.6100000014,0.9685697814547638,C
CANYON ROAD CAL CAB - 1.5L,17.0,998726.6100000014,0.968586268415658,C
FLYING DOG BLOODLINE - 1/6K,17.0,998743.6100000014,0.9686027553765522,C
SALMON CREEK BRUT - 750ML,17.0,998760.6100000014,0.9686192423374463,C
FLYING EMBERS GINGER AND OAK 6/4 CANS,17.0,998777.6100000014,0.9686357292983405,C
FIRESTONE UNION JACK 4/6NR - 12OZ,17.0,998794.6100000014,0.9686522162592347,C
ZIOBAFFA ORG TOSCANA - 750ML,17.0,998811.6100000014,0.968668703220129,C
PERRIN RES RSE - 750ML,17.0,998828.6100000014,0.9686851901810232,C
ALSACE WILLIAM CREMANT BRUT - 750ML,17.0,998845.6100000014,0.9687016771419173,C
CHEV FAMAEY MALB C' DU LOT - 750ML,17.0,998862.6100000014,0.9687181641028115,C
ALTOONA HILLS CAB/SHZ - 750ML,17.0,998879.6100000014,0.9687346510637057,C
CARLETTO MANGO MOSCATO - 750ML,17.0,998896.6100000014,0.9687511380245999,C
LIVINGSTON CELLARS WH/ZIN - 3LTR,17.0,998913.6100000014,0.9687676249854942,C
BALTIKA #7 EXPORT 20/16.9OZ - 16.9OZ,17.0,998930.6100000014,0.9687841119463884,C
DOGFISH HEAD 61 MINUTE 1/6K,17.0,998947.6100000014,0.9688005989072825,C
CK MONDAVI MOSCATO            303446 - 1.5L,17.0,998964.6100000014,0.9688170858681767,C
ASTICA S/BLC - 750ML,17.0,998981.6100000014,0.9688335728290709,C
GLUTENBERG IPA - 16OZ CAN,17.0,998998.6100000014,0.9688500597899652,C
STILLWATER EXTRA DRY - 16.OZ 6/4 CAN,17.0,999015.6100000014,0.9688665467508594,C
AVERY KAISER 4/6 CANS,17.0,999032.6100000014,0.9688830337117535,C
SIXPOINT PARTY HAT 4/6 CANS,17.0,999049.6100000014,0.9688995206726477,C
ENRIQUE MENDOZA LA TREMENDA MONAST - 750ML,17.0,999066.6100000014,0.9689160076335419,C
